brand,colour,model,mrp,name,price,sizes,symbol
 RedTape, WHITE  , RLO1253,6699.0,RedTape Women White Walking Shoes,2009.0,"3,4,5,6,7",₹
 RedTape, BLACK/WHITE, RMV0046,5499.0,RedTape Men Black/White Sneakers,1649.0,"9,10",₹
 RedTape, WHITE  , RLO1254,6699.0,RedTape Women White Walking Shoes,2009.0,"3,4,5,6,7",₹
 RedTape, PEACH , RLO2136,4599.0,RedTape Women Peach Walking Shoes,1379.0,"3,4,5,6",₹
 RedTape, PURPLE , RLO1214,5899.0,RedTape Women's Purple Walking Shoes,1769.0,"3,4,5,6,7",₹
 RedTape, BEIGE, RLO1213,5899.0,RedTape Women's Beige Walking Shoes,1769.0,"3,4,5,6,7",₹
 RedTape, BEIGE, RLO1226,5899.0,RedTape Women's Beige Walking Shoes,1769.0,"3,4,5,6,7",₹
 RedTape, NAVY  , RLO1227,5899.0,RedTape Women's Navy Walking Shoes,1769.0,"3,4,5,6,7",₹
 RedTape, BLUE, RLO1268,4199.0,RedTape Women Blue Walking Shoes,1259.0,"3,5",₹
 RedTape, PINK , RLO1262,4199.0,RedTape Women's Pink Walking Shoes,1259.0,4,₹
 RedTape, Dark Purple, RLO2157,4199.0,RedTape Women Dark Purple Walking Shoes,1259.0,"3,4,5,6,7",₹
 RedTape, BLACK, RSO3101,5799.0,RedTape Men Black Walking Shoes,1739.0,10,₹
 RedTape, PINK , RLO1223,5899.0,RedTape Women's Pink Walking Shoes,1769.0,"3,4,5,6,7",₹
 RedTape, WHITE  , RLV0035,4899.0,RedTape Women's White Sneakers,1469.0,39,₹
 RedTape, GREEN , RLO1094,6099.0,RedTape Women's Green Walking Shoes,1829.0,"36,37,38,39,40",₹
 RedTape, WHITE  , RLO2005,6099.0,RedTape Women's White Walking Shoes,1829.0,"36,37",₹
 RedTape, MULTICOLOR, RLO1242,6699.0,RedTape Women Multi Color Walking Shoes,2009.0,"3,4,5,6,7",₹
 RedTape, OFF WHITE , RLO1265,4199.0,RedTape Women's White Walking Shoes,1259.0,"3,4,5,6,7",₹
 RedTape, BLUE, RLO2007,6099.0,RedTape Women's Blue Walking Shoes,1829.0,"36,37,38,39,40",₹
 RedTape, BLUE, RLO1212,5899.0,RedTape Women's Blue Walking Shoes,1769.0,"3,4,5,6,7",₹
 RedTape, BLUE, RLO1022,6799.0,RedTape Women's Blue Walking Shoes,2039.0,"3,4,5,6,7",₹
 RedTape, PURPLE , RLO1093,6099.0,RedTape Women's Purple Walking Shoes,1829.0,"3,4,5,6",₹
 RedTape, BLACK, RLO1061,6699.0,RedTape Women's Black Walking Shoes,2009.0,"3,4,5,6,7",₹
 RedTape, WHITE  , RLO1075,6499.0,RedTape Women's White Walking Shoes,1949.0,"3,4,5,6,7",₹
 RedTape, BLACK, RLO2151,4199.0,RedTape Women's Black Walking Shoes,1259.0,"3,4,5,6,7",₹
 RedTape, BLACK, RLO1261,4199.0,RedTape Women's Black Walking Shoes,1259.0,4,₹
 RedTape, WHITE GOLD, RMV0015,5599.0,RedTape Men White Sneaker,1679.0,"6,7,8,9,10",₹
 RedTape, BLACK, RFF0991,2199.0,RedTape Men Black Sliders,659.0,6,₹
 RedTape, OLIVE  , RSO1746B,6899.0,RedTape Men Olive Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, WHITE  , RSO2025A,6799.0,RedTape Men White Walking Shoes,2039.0,"6,7,8,9,10",₹
 RedTape, BEIGE, RSO2026A,6799.0,RedTape Men Beige Walking Shoes,2039.0,"6,7,8,9,10",₹
 RedTape, NAVY  , RSO2494,4899.0,RedTape Men Navy  Walking Shoes,1469.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO2491,4899.0,RedTape Men Black Walking Shoes,1469.0,"6,7,8,9,10",₹
 RedTape, NAVY  , RSO2624,5099.0,RedTape Men Navy  Walking Shoes,1529.0,"6,7,8,9",₹
 RedTape, BURGANDY, RFF0926,2199.0,RedTape Men Brown Sliders,659.0,"6,7,8,9,10",₹
 RedTape, GREY , RSO2733,5599.0,RedTape Men Grey  Walking Shoes,1679.0,"6,7,8,9,10",₹
 RedTape, DARK BROWN, RFF0932,2199.0,RedTape Men Dark Brown Sliders,659.0,"6,7,8,9,10",₹
 RedTape, NAVY  , RFF0964,2199.0,RedTape Men Navy Sliders,659.0,"6,7,8,9,10",₹
 RedTape, NAVY  , RSO2024A,6799.0,RedTape Men Navy Walking Shoes,2039.0,"6,7,8,9",₹
 RedTape, BLACK, RSO2741,5999.0,RedTape Men Black Walking Shoes,1799.0,"6,7,9",₹
 RedTape, BLACK, RSO2731,5599.0,RedTape Men Black Walking Shoes,1679.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO2623,5099.0,RedTape Men's Black Walking Shoes,1529.0,10,₹
 RedTape, BLACK, RFF1001,2199.0,RedTape  Men Black Sliders,659.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO1321B,6999.0,RedTape Men Black Walking Shoes,2099.0,"6,7,8,9,10",₹
 RedTape, NAVY  , RSO1734B,6899.0,RedTape Men Navy Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO1731B,6899.0,RedTape Men Black Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, OFF WHITE , RSO1738B,6899.0,RedTape Men Off White Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, GREY , RSO2023A,6799.0,RedTape Men Grey Walking Shoes,2039.0,"6,7,8,9,10",₹
 RedTape, WHITE  , RLO1416,4899.0,RedTape Women's White Walking Shoes,1469.0,"3,4,5,6,7",₹
 RedTape, PINK , RLO1033,6799.0,RedTape Women Pink Walking Shoes,2039.0,"36,37,38,39",₹
 RedTape, BEIGE, RLO1032,6799.0,RedTape Women Beige Walking Shoes,2039.0,39,₹
 RedTape, MULTI, RLO0875,6099.0,RedTape Women's White Walking Shoes,1829.0,36,₹
 RedTape, AIRFORCE BLUE, RLV0083,4899.0,RedTape Women's Blue Sneakers,1469.0,"36,37,38,39,40",₹
 RedTape, BURGUNDY, RLV0084,4899.0,RedTape Women's Brown Sneakers,1469.0,"36,37,38,39,40",₹
 RedTape, WHITE  , RLO1415,4899.0,RedTape Women's White Walking Shoes,1469.0,"3,4,5,6,7",₹
 RedTape, WHITE  , RLO1412,4899.0,RedTape Women's White Walking Shoes,1469.0,"3,4,5,6,7",₹
 RedTape, GREEN , RLO1036,6799.0,RedTape Women Green Walking Shoes,2039.0,"36,37,38,39,40",₹
 RedTape, PINK , RLO1413,4899.0,RedTape Women's Pink Walking Shoes,1469.0,"36,37,38,39,40",₹
 RedTape, PINK , RLO1414,4899.0,RedTape Women's Pink Walking Shoes,1469.0,"37,38,40",₹
 RedTape, BLACK, RSO2415,5099.0,RedTape Men's Black Walking Shoes,1529.0,"6,10,11",₹
 RedTape, WHITE  , RLO1035,6799.0,RedTape Women White Walking Shoes,2039.0,"36,37,38,39",₹
 RedTape, BLUE, RLV0106,4899.0,RedTape Women's Blue Sneakers Shoes,1469.0,"36,37,38,40",₹
 RedTape, PURPLE , RLO0932,5799.0,RedTape Women's Purple Walking Shoes,1739.0,"36,37,38,39,40",₹
 RedTape, WHITE  , RLV0107,4899.0,RedTape Women's White Sneakers Shoes,1469.0,"36,37,39",₹
 RedTape, BLACK, RSO2221,6099.0,RedTape Men's Black Walking Shoes,1829.0,"6,7,8,9,10",₹
 RedTape, MULTI, RLO0873,6099.0,RedTape Women's Pink Walking Shoes,1829.0,36,₹
 RedTape, WHITE PINK, RLO1034,6799.0,RedTape Women's White/Pink Walking Shoes,2039.0,"36,37,38,39",₹
 RedTape, BLACK, RLO0827,5999.0,RedTape Women's Black Walking Shoes,1799.0,"36,37,38,39,40",₹
 RedTape, BLACK, RLV0101,4899.0,RedTape Women's Black Sneakers,1469.0,"36,37",₹
 RedTape, WHITE BLUE, RLV0108,4899.0,RedTape Women's White/Blue Sneakers,1469.0,37,₹
 RedTape, BLACK, RLO1011,6499.0,RedTape Women's Black Walking Shoes,1949.0,"36,37,39",₹
 RedTape, PINK , RLO1012,6499.0,RedTape Women's Pink Walking Shoes,1949.0,"36,37,38,39,40",₹
 RedTape, GREY , RLO1013,6499.0,RedTape Women's Grey Walking Shoes,1949.0,"36,37,38,39,40",₹
 RedTape, WHITE  , RLO1015,6499.0,RedTape Women's White Walking Shoes,1949.0,"36,37,38,39,40",₹
 RedTape, BLACK, RSO2701,4799.0,RedTape Men's Black Walking Shoes,1439.0,"6,7,8,9",₹
 RedTape, GREY , RSO1528B,6199.0,RedTape Men's Grey Walking Shoes,1859.0,"6,7,8,9",₹
 RedTape, BLACK, RSO2202,7099.0,RedTape Men's Black Walking Shoes,2129.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO2222,6099.0,RedTape Men's Black Walking Shoes,1829.0,"6,7,8,9,10,11",₹
 RedTape, GREY , RSO2193,7099.0,RedTape Men's Grey Walking Shoes,2129.0,"6,7,8,9,10,11",₹
 RedTape, BLUE, RSO2192,7099.0,RedTape Men's Blue Walking Shoes,2129.0,"6,7,8,9,10,11",₹
 RedTape, BLACK, RSO2201,7099.0,RedTape Men's Black Walking Shoes,2129.0,"6,7,8,9,10",₹
 RedTape, PURPLE , RSO2228,6099.0,RedTape Men's Purple Walking Shoes,1829.0,"6,9",₹
 RedTape, NAVY  , RSO2424,4799.0,RedTape Men's Navy Walking Shoes,1439.0,"6,7,8,9,10",₹
 RedTape, NAVY  , RSO2224,6099.0,RedTape Men's Navy Walking Shoes,1829.0,"6,7,8,9,10",₹
 RedTape, WHITE  , RSO2225,6099.0,RedTape Men's White Walking Shoes,1829.0,"9,10,11",₹
 RedTape, SEA BLUE, RGS0067,1499.0,RedTape Women's Sea Blue Sliders,449.0,"36,37,38,39,40",₹
 RedTape, GREEN , RLO1043,5099.0,RedTape Women's Green Walking Shoes,1529.0,40,₹
 RedTape, BLUE, RSO2227,6099.0,RedTape Men's Blue Walking Shoes,1829.0,"6,7,8,9,10",₹
 RedTape, PURPLE , RLO1057,5099.0,RedTape Women's Purple Walking Shoes,1529.0,37,₹
 RedTape, OFF-WHITE, RLO1054,5099.0,RedTape Women's Off-White Walking Shoes,1529.0,"39,40",₹
 RedTape, PINK , RLO0833,5699.0,RedTape Women's PINK Walking Shoes,1709.0,"36,37,38,39,40",₹
 RedTape, LAVENDER , RLV0064,4899.0,RedTape Women's Lavender Sneakers,1469.0,36,₹
 RedTape, WHITE  , RLO1045,5099.0,RedTape Women's White Walking Shoes,1529.0,40,₹
 RedTape, BROWN WHITE, RLV0115,4899.0,RedTape Women's White/Brown Sneakers,1469.0,"36,37",₹
 RedTape, BLACK, RSO1521B,6199.0,RedTape Men's Black Walking Shoes,1859.0,"6,7,8,9,10",₹
 RedTape, NAVY  , RSO2054,6799.0,RedTape Men's Navy Walking Shoes,2039.0,"6,7,8,9,10,11",₹
 RedTape, WHITE  , RSO1525B,6199.0,RedTape Men's White Walking Shoes,1859.0,"7,8",₹
 RedTape, BLUE, RLO1108,5199.0,RedTape Women's BLUE Walking Shoes,1559.0,"36,37,38,39,40",₹
 RedTape, BLACK, RLO1101,5199.0,RedTape Women's BLACK Walking Shoes,1559.0,"36,37,38,39,40",₹
 RedTape, GREY , RLO1109,5199.0,RedTape Women's GREY Walking Shoes,1559.0,"36,37,38,39",₹
 RedTape, WHITE PINK, RLV0095,4899.0,RedTape Women's WHITE/PINK Sneakers,1469.0,37,₹
 RedTape, BLACK, RSO2331,4499.0,RedTape Men's Black Walking Shoes,1349.0,"6,7,8,9,10",₹
 RedTape, GREY , RSO2343,5299.0,RedTape Men's Grey Walking Shoes,1589.0,"6,7,8,9,10,11",₹
 RedTape, BLACK, RSO2422,4799.0,RedTape Men's Black Walking Shoes,1439.0,"6,7,8,9,10",₹
 RedTape, BLACK/BLUE, RSO2204,7099.0,RedTape Men's Black Walking Shoes,2129.0,"6,7,8,9,10,11",₹
 RedTape, WHITE  , RSO2205,7099.0,RedTape Men's White Walking Shoes,2129.0,"6,7,8,9,10",₹
 RedTape, BLACK, RLO1041,5099.0,RedTape Women's Black Walking Shoes,1529.0,"36,37",₹
 RedTape, GREY , RFF1016,2199.0,RedTape Men's Grey Sliders,659.0,"6,7,8,9",₹
 RedTape, GREY , RSO1748B,6899.0,RedTape Men's Grey Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO2191,7099.0,RedTape Men's Black Walking Shoes,2129.0,"6,7,8,9,10,11",₹
 RedTape, WHITE  , RSO2195,7099.0,RedTape Men's White Walking Shoes,2129.0,"6,7,8,9,10,11",₹
 RedTape, BLACK, RLO1111,4999.0,RedTape Women's Black Walking Shoes,1499.0,"36,37,38,39",₹
 RedTape, NAVY  , RLV0054,4899.0,RedTape Women's Navy Sneakers,1469.0,"36,37,38,39",₹
 RedTape, INK BLUE , RLO1114,4999.0,RedTape Women's Ink Blue Walking Shoes,1499.0,"36,37,38,39,40",₹
 RedTape, BEIGE, RLO0846,5899.0,RedTape Women Beige Walking Shoes,1769.0,"36,37,38,39,40",₹
 RedTape, SAPPHIRE, RLV0065,4899.0,RedTape Women Sapphire Sneakers,1469.0,36,₹
 RedTape, LIGHT BLUE / WHITE, RLO0954,5099.0,RedTape Women's Light Blue / White Walking Shoes,1529.0,"36,37",₹
 RedTape, LIGHTPEACH, RLO1113,4999.0,RedTape Women Light Peach Walking Shoes,1499.0,"36,37,38,39,40",₹
 RedTape, AQUA MARIN, RLO1112,4999.0,RedTape Women's Aqua Marin Walking Shoes,1499.0,"36,37,38,39,40",₹
 RedTape, NAVY  , RSO1814,5399.0,RedTape Men's Navy Walking Shoes,1619.0,6,₹
 RedTape, NAVY BLUE , RSO2144,6899.0,RedTape Men Navy Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO2141,6899.0,RedTape Men Black Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO2171,6899.0,RedTape Men Black Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO2161,6899.0,RedTape Men Black Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, GREY , RSO2146,6899.0,RedTape Men Grey Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, GREY , RLO0848,5899.0,RedTape Women Grey Walking Shoes,1769.0,"36,37",₹
 RedTape, WHITE  , RLO0845,5899.0,RedTape Women White Walking Shoes,1769.0,37,₹
 RedTape, BLUSH, RLO0952,5099.0,RedTape Women's Blush Walking Shoes,1529.0,"36,37,38,39,40",₹
 RedTape, BLACK, RLF0061,2999.0,RedTape Women's Black Sports Sandal,899.0,"36,37",₹
 RedTape, WHITE  , RLO0855,5399.0,RedTape Women's White Walking Shoes,1619.0,"36,37,38,39,40",₹
 RedTape, SEA GREEN, RLO0863,5399.0,RedTape Women's Sea Green Walking Shoes,1619.0,"36,37,38,39",₹
 RedTape, BLACK GREY, RLO0951,5099.0,RedTape Women's Black/Grey Walking Shoes,1529.0,"36,37,38,39,40",₹
 RedTape, NAVY  , RLO0864,5399.0,RedTape Women's Navy Walking Shoes,1619.0,"36,37,38,39,40",₹
 RedTape, BLACK, RLO0861,5399.0,RedTape Women's Black Walking Shoes,1619.0,"36,37,38,39,40",₹
 RedTape, GREY/LIGHT BLUE, RLO1007,4499.0,RedTape Women's Grey/Light Blue Walking Shoes,1349.0,"36,37,38,39,40",₹
 RedTape, PINK/LIGHT PINK, RLO1006,4499.0,RedTape Women's Pink/Light Pink Walking Shoes,1349.0,"37,38,39",₹
 RedTape, SKY BLUE/LIGHT BLUE, RLO1008,4499.0,RedTape Women's Sky Blue/Light Blue Walking Shoes,1349.0,"36,37,38,39",₹
 RedTape, BLACK, RLO0841,5899.0,RedTape Women's Black Walking Shoes,1769.0,"36,37",₹
 RedTape, PEACH , RLO1085,4599.0,RedTape Women's Peach Walking Shoes,1379.0,"36,37,38,39,40",₹
 RedTape, WHITE  , RSO2175,6899.0,RedTape Men White Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, LIGHT BLUE , RLO1084,4599.0,RedTape Women's Light Blue Walking Shoes,1379.0,"36,37,38,39,40",₹
 RedTape, BLACK, RSO2312,5199.0,RedTape Men Black/Grey Walking Shoes,1559.0,9,₹
 RedTape, BLACK, RSO2311,5199.0,RedTape Men Black/Grey Walking Shoes,1559.0,"6,7,9,10",₹
 RedTape, BLACK, RSO1811,5399.0,RedTape Men's Black Walking Shoes,1619.0,6,₹
 RedTape, BLACK, RSO1812,5399.0,RedTape Men's Black Walking Shoes,1619.0,6,₹
 RedTape, BLACK, RSO2611,5399.0,RedTape Men's Black Walking Shoes,1619.0,"6,7,8,9,10",₹
 RedTape, BLACK, RLO0851,5399.0,RedTape Women's Black Walking Shoes,1619.0,"36,37,38,39",₹
 RedTape, BLACK, RLO0621A,6999.0,RedTape Women's Black Walking Shoes,2099.0,"2,3,4,5",₹
 RedTape, WHITE  , RLO0885,6099.0,RedTape Women's White Walking Shoes,1829.0,"36,37,38,39,40",₹
 RedTape, BLUE, RLO0854,5399.0,RedTape Women's Blue Walking Shoes,1619.0,"36,37,38,39,40",₹
 RedTape, WHITE PINK, RLV0033,4799.0,RedTape Women's White/Pink Sneakers,1439.0,"3,4,5,6,7",₹
 RedTape, PEACH , RLO0866,5399.0,RedTape Women's Peach Walking Shoes,1619.0,"36,37,38,39,40",₹
 RedTape, PINK , RLO0886,6099.0,RedTape Women's Pink Walking Shoes,1829.0,"36,37,38,39,40",₹
 RedTape, BLUE, RLO0884,6099.0,RedTape Women's Blue Walking Shoes,1829.0,"36,37,38,39",₹
 RedTape, WHITE/LILAC, RLV0052,4799.0,RedTape Women's White/Lilac Sneakers,1439.0,"36,37,38,39,40",₹
 RedTape, BLACK, RLO1082,4599.0,RedTape Women's Black Walking Shoes,1379.0,"3,4,5,6",₹
 RedTape, WHITE/NAVY, RLO0894,6099.0,RedTape Women's White/Navy Walking Shoes,1829.0,"36,37,38,39,40",₹
 RedTape, BEIGE, RSO2133,6899.0,RedTape Men Beige Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, NAVY BLUE , RSO2134,6899.0,RedTape Men Navy Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, WHITE BLUE, RLV0034,4799.0,RedTape Women's White/Blue Sneakers,1439.0,"3,4,5,6,7",₹
 RedTape, WHITE  , RSO2135,6499.0,RedTape Men White Walking Shoes,1949.0,7,₹
 RedTape, GREY , RSO2293,5299.0,RedTape Men's Grey Walking Shoes,1589.0,11,₹
 RedTape, BLACK, RSO2421,4799.0,RedTape Men's Black Walking Shoes,1439.0,"6,7,8,9,10",₹
 RedTape, BLACK, RSO2401,5299.0,RedTape Men's Black Walking Shoes,1589.0,6,₹
 RedTape, BLACK, RSO1981,5699.0,RedTape Men's Black Walking Shoes,1709.0,6,₹
 RedTape, WHITE  , RTE3642,5199.0,RedTape Men's White Sneakers,1559.0,"6,7,8,9,10",₹
 RedTape, BLUE, RSO1953,5399.0,RedTape Men's Blue Walking Shoes,1619.0,"6,7,8,9",₹
 RedTape, PURPLE , RLO0858,5399.0,RedTape Women's Purple Walking Shoes,1619.0,"36,37,38,39",₹
 RedTape, TURQUOISE , RLF0063,2999.0,RedTape Women's Turquoise Thong Slipper,899.0,"36,37,38,39,40",₹
 RedTape, BLACK, RSO2131,6899.0,RedTape Men Black Walking Shoes,2069.0,"6,7,8,9,10",₹
 RedTape, GREY , RSO2136,6899.0,RedTape Men Grey Walking Shoes,2069.0,"6,7,8,9",₹
 RedTape, NAVY  , RLF0064,2999.0,RedTape Women's Navy Thong Slipper,899.0,"36,37,38,39",₹
 RedTape, BLACK, RSO2261,4999.0,RedTape Men's Black Walking Shoes,1499.0,6,₹
 RedTape, BEIGE, RLF0065,2999.0,RedTape Women's Beige Thong Slipper,899.0,"36,37,39,40",₹
 RedTape, SKY BLUE , RGS0064,1499.0,RedTape Women Blue Sunnies Sliders,449.0,"36,37,38,39,40",₹
 RedTape, PEACH , RLO0682A,5199.0,RedTape Women's Peach Walking Shoes,1559.0,"35,36,37,38,39",₹
 RedTape, BLUE, RLO0744B,5299.0,RedTape Women's Blue Walking Shoes,1589.0,"35,36,37,38,39,40",₹
 RedTape, BLUSH, RLF0066,2999.0,RedTape Women's Blush Thong Slipper,899.0,"36,37,39,40",₹
 RedTape, BLACK, RLO1081,4599.0,RedTape Women's Black Walking Shoes,1379.0,"36,38,39",₹
 RedTape, NAVY  , RLO0754B,4999.0,RedTape Women's Navy Walking Shoes,1499.0,"36,37,39",₹
 RedTape, PINK , RLO0783A,5999.0,RedTape Women's Pink Walking Shoes,1799.0,"36,37,39,40",₹
 RedTape, GREEN , RLO0782A,5999.0,RedTape Women's Green Walking Shoes,1799.0,"36,37,38,39,40",₹
 RedTape, BLACK, RSO2041,6799.0,RedTape Men's Black Walking Shoes,2039.0,"9,10",₹
